Case/Scenario,LCA_metric,Total LCA: Unit (numerator),Total LCA: Unit (denominator),Production Year,Total LCA
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2025,-116.69521364580879
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2026,-116.69521364580879
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2027,-116.69521364580879
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2028,-116.69521364580879
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2029,-116.69521364580879
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2030,-116.3582158870629
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2031,-116.3582158870629
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2032,-116.3582158870629
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2033,-116.3582158870629
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2034,-116.3582158870629
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2035,-115.81750786643674
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2036,-115.81750786643674
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2037,-115.81750786643674
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2038,-115.81750786643674
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2039,-115.81750786643674
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2040,-115.49257511480701
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2041,-115.49257511480701
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2042,-115.49257511480701
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2043,-115.49257511480701
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2044,-115.49257511480701
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2045,-115.33715412814607
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2046,-115.33715412814607
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2047,-115.33715412814607
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2048,-115.33715412814607
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2049,-115.33715412814607
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2050,-115.2302431288317
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2022,6.949147073334839
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2023,6.94914707333484
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2024,6.94914707333484
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2025,6.529213942394845
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2026,6.529213942394845
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2027,6.529213942394845
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2028,6.529213942394845
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2029,6.529213942394845
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2030,6.15923939388027
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2031,6.159239393880269
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2032,6.159239393880269
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2033,6.159239393880269
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2034,6.159239393880269
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2035,5.888864044913424
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2036,5.888864044913423
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2037,5.888864044913423
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2038,5.888864044913423
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2039,5.888864044913423
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2040,5.881865007426358
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2041,5.881865007426357
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2042,5.881865007426357
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2043,5.881865007426357
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2044,5.881865007426357
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2045,5.8781154877237904
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2046,5.87811548772379
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2047,5.87811548772379
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2048,5.87811548772379
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2049,5.87811548772379
Decarb 2b: Fischer-Tropsch SPK,CO2e,g,MJ,2050,5.583634276029921
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2022,-33.39792967198036
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2023,-33.39792967198036
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2024,-33.39792967198036
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2025,-34.19526802451457
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2026,-34.19526802451457
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2027,-34.19526802451457
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2028,-34.19526802451457
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2029,-34.19526802451457
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2030,-34.68461571271674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2031,-34.68461571271674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2032,-34.68461571271674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2033,-34.68461571271674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2034,-34.68461571271674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2035,-35.08860583613179
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2036,-35.08860583613179
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2037,-35.08860583613179
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2038,-35.08860583613179
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2039,-35.08860583613179
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2040,-35.172874423215674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2041,-35.172874423215674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2042,-35.172874423215674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2043,-35.172874423215674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2044,-35.172874423215674
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2045,-35.218018718585995
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2046,-35.218018718585995
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2047,-35.218018718585995
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2048,-35.218018718585995
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2049,-35.218018718585995
Decarb 2b: Fischer-Tropsch SPK with CCS of FT flue gas CO2,CO2e,g,MJ,2050,-35.542916119165035
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2022,-105.88098821734835
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2023,-105.88098821734835
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2024,-105.88098821734835
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2025,-107.36940475081676
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2026,-107.36940475081676
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2027,-107.36940475081676
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2028,-107.36940475081676
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2029,-107.36940475081676
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2030,-108.0773138994004
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2031,-108.0773138994004
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2032,-108.0773138994004
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2033,-108.0773138994004
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2034,-108.0773138994004
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2035,-108.72597794341154
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2036,-108.72597794341154
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2037,-108.72597794341154
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2038,-108.72597794341154
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2039,-108.72597794341154
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2040,-108.95174225019255
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2041,-108.95174225019255
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2042,-108.95174225019255
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2043,-108.95174225019255
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2044,-108.95174225019255
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2045,-109.07268850901902
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2046,-109.07268850901902
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2047,-109.07268850901902
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2048,-109.07268850901902
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2049,-109.07268850901902
Decarb 2b: Fischer-Tropsch SPK with CCS of all flue gases CO2,CO2e,g,MJ,2050,-109.45325514082009
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2022,7.500506454046082
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2023,7.500506454046083
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2024,7.500506454046083
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2025,7.4524063993478045
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2026,7.4524063993478045
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2027,7.4524063993478045
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2028,7.4524063993478045
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2029,7.4524063993478045
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2030,7.390959722857754
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2031,7.390959722857754
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2032,7.390959722857754
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2033,7.390959722857754
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2034,7.390959722857754
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2035,7.489559847829086
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2036,7.489559847829086
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2037,7.489559847829086
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2038,7.489559847829086
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2039,7.489559847829086
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2040,7.55637502292765
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2041,7.55637502292765
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2042,7.55637502292765
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2043,7.55637502292765
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2044,7.55637502292765
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2045,7.573661876690985
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2046,7.573661876690985
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2047,7.573661876690985
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2048,7.573661876690985
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2049,7.573661876690985
Ex-Situ Fixed Bed 2018 SOT (0.5 wt% Pt/TiO2 Catalyst),CO2e,g,MJ,2050,7.578028490625125
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2022,10.287537176868183
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2023,10.287537176868183
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2024,10.287537176868183
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2025,10.781723417413268
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2026,10.781723417413268
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2027,10.781723417413268
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2028,10.781723417413268
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2029,10.781723417413268
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2030,10.830701122439207
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2031,10.830701122439207
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2032,10.830701122439207
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2033,10.830701122439207
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2034,10.830701122439207
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2035,10.945326222028894
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2036,10.945326222028894
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2037,10.945326222028894
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2038,10.945326222028894
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2039,10.945326222028894
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2040,11.080192853229375
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2041,11.080192853229375
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2042,11.080192853229375
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2043,11.080192853229375
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2044,11.080192853229375
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2045,11.152443485260088
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2046,11.152443485260086
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2047,11.152443485260086
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2048,11.152443485260086
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2049,11.152443485260086
"Pathway 1A: Syngas to molybdenum disulfide (MoS2)-catalyzed alcohols followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2050,11.056750190685364
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2022,9.881612502324604
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2023,9.881612502324604
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2024,9.881612502324604
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2025,10.039205449011302
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2026,10.039205449011302
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2027,10.039205449011302
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2028,10.039205449011302
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2029,10.039205449011302
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2030,9.985919048653784
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2031,9.985919048653782
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2032,9.985919048653782
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2033,9.985919048653782
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2034,9.985919048653782
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2035,9.984139151149357
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2036,9.984139151149357
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2037,9.984139151149357
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2038,9.984139151149357
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2039,9.984139151149357
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2040,10.048738086820618
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2041,10.048738086820618
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2042,10.048738086820618
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2043,10.048738086820618
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2044,10.048738086820618
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2045,10.083344970372785
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2046,10.083344970372783
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2047,10.083344970372783
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2048,10.083344970372783
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2049,10.083344970372783
"Pathway 1B: Syngas fermentation to ethanol followed by fuel production via alcohol condensation (Guerbet reaction), dehydration, oligomerization, and hydrogenation",CO2e,g,MJ,2050,9.965748663426957
"Pathway 2A: Syngas to rhodium (Rh)-catalyzed mixed oxygenates followed by fuel production via carbon coupling/deoxygenation (to isobutene), oligomerization, and hydrogenation",CO2e,g,MJ,2022,15.378133440589348
"Pathway 2A: Syngas to rhodium (Rh)-catalyzed mixed oxygenates followed by fuel production via carbon coupling/deoxygenation (to isobutene), oligomerization, and hydrogenation",CO2e,g,MJ,2023,15.378133440589348
"Pathway 2A: Syngas to rhodium (Rh)-catalyzed mixed oxygenates followed by fuel production via carbon coupling/deoxygenation (to isobutene), oligomerization, and hydrogenation",CO2e,g,MJ,2024,15.378133440589348
